,Product Name:,Price: ,Shipping:,URL: ,Total Cost:
10,Men's Fitness Gym Sports Training Pants Workout Running Compression liner Shorts,14.99,0,https://www.ebay.com/itm/313620510545?hash=item49053d3751:g:yDsAAOSwcQ9hAtMV,14.99
11,Men's Fitness Gym Sports Training Pants Workout Running Compression liner Shorts,16.99,0,https://www.ebay.com/itm/363485760442?hash=item54a1708bba:g:bgYAAOSwFq9hAtMX,16.99
12,Vintage Columbia Sportswear Shorts BELTED Beige Black Plaid SEERSUCKER Mens M,49.99,0,https://www.ebay.com/itm/124829802883?hash=item1d106fa183:g:KKwAAOSwUudhAhkk,49.99
13,"VTG OP Sport Beige Brown Corduroy Cords Shorts 38 Longrider Dogtown Skate 8""",60.00,0,https://www.ebay.com/itm/174864563072?_trkparms=ispr%3D1&hash=item28b6bd7b80:g:W04AAOSwP0phAz6G&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSDAeS9EQtjPGVfKXTxF0%252Bjk%252B3j%252FvMRsnyLIm91XqBXwVj5RnOwqSyeqaSkWkHCgnkLwo9xMrKmnr5DjOFRCKiFa5zKWn38IhtQvW7mpGLPwGDVKX3tPh4BxBzSkW%252FOlZjRqjUMxLAtMoaZs%252BaMb1AoDSD7IkjnJpXPFUMTto2C69XeLGhpSNyqv5EKUXDhVgd%252Fr3XyX1%252B3k%252BmwVB2GAUIHBnqTLLSgd%252Bt8dWeLtcjPfFVb66NWU2qWI4csFddiQy3QK2K5we5h8ry%252F4VIn2fpTYokh2%252BCo0RwORKXKq%252BKQ576JUDACFQNHoJud0o5f7KvvV940F3CLb4%252B589I9hEJ5BJdz9UKfZzGQhIrkLevg%252FjDa6S5UZQmkxTgyAR3113z5Zk80IUxOWM0vj9PfiIfLgRf4soTnY9xEPv5dknYXB21X6eKn%252Fnjf2kL3kiJ8kq8u1YHLDlGHKCL%252Bgeeb6gGexstNgnkXu9bvuf58EP2tdiV4K7h4HA%252BPWvpf8Viqv%252F8mq0sGpniUxzE6EMHHMAS9ACQohQ4GOkPFxBCpLyYUxHfSdeAyNl111q7uW%252BmihOiKH7B%252Bj0CxpK0GW9y%252F0EZT%252FIhLcBcPFywFmQgkvZpXu2jmZEKnfqJ%252F76Gh3QlPI96TnZri6cDi5fwfLVpjnOdUywqrVtX%252FPj%252FiszT%252BFkajAUDufAMVT7TmDyEc2z5ests%252FWAY8a3mcg8AWyTe1drBNJrx2XjxZxEvHov49mo2YeXybLBhNopxrwek7%252BVepL0%252BifUyYc0Xgl7VSmcukpQh%252B%252BYBWxIm%252FmUnMNIORD2IKgqgfZeLyfEMkzECa1sm4A59%7Campid%3APL_CLK%7Cclp%3A2334524,60.0
14,Men's Summer Breath Shorts Gym Workout Fitness Active Running Mesh Sports Shorts,17.99,0.50,https://www.ebay.com/itm/114302843344?_trkparms=ispr%3D1&hash=item1a9cfaf9d0:g:aY8AAOSwjE1e4IDm&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSR84A%252FGMxXIqJzFmDq6lDLoMo710VJGwBoZFZik2kxp%252FH0j6bThX72kmmOc1tZMJGbVW%252FuGyQjdoZ2B42vQW%252F5KZEYRinxQyYNtU%252BVkB%252Fyfswe%252BVKmnD9CAzjVXHpAj8nyp3Z5lP3S34KJvYYamcMD7i4gr6RvyCdAK360A9eWY%252Bb%252BYi1da6cgqYnqSLrwo0%252Btnm83T9kqdpZb9%252B7P5%252F14V6EwHPEm69r%252FcLfTOAJDonYuPlHqRzhN40Whcxn5DFt0TLh3LS2jFSO%252FzwSsizZ4k4DnCR3k%252BprLciT3wj5bqjNPe5cxYsokhf%252B%252FGzR5K7jxKaHpvU5O033MvCCZAWKC0X%252FfxQVePROe%252FowmMVB%252FXm6lN766vmwA22jbiIMFx7F6HSXzHKLqNIM9J1Ie%252FOpMlEaOZnmtn2rVAbajXBk9icWbH0ZhKIkbjRcEV%252FvoY%252FKOAA6t0Lm%252FeKwXAwWfASUWwH1MBU7Gqtmk5Em6SQneNX%252BzQdwDUuhGr2OUhNHgcgcQ6mBRtzILvQ2MPpc0NyiMKwDICBIZRCmQLZun8r%252Bt6vxb4kBoM65OSiBzdBYmdPeF7%252FjI%252FTAZSZiekL6w32o3wSWCeVDiaHwop7nS7Hj39zUUOR1BRYH%252BCSB2f4Wm%252BCwGRPUailvY7fwH2arRIbymic%252BcCP3RP9j6FBlC91ehj2lc97VvYSDUiVfcxlha%252FmcvRrsS3y2qRIfYcuv1tJZ4XXeiVx5gWzMWoIM2d8cMHlibmgSciiTMezqsh5FjFyK8IuCwfNupAd3yVR7Hp0vTrENpk5E3BbDcwhdksRA2c3%252FzzQH5YNHPFlJBh6T3edG%7Campid%3APL_CLK%7Cclp%3A2334524,18.49
15,Billabong Submersible Shorts Men’s Size 38 Light Green,22.00,0,https://www.ebay.com/itm/393473775898?_trkparms=ispr%3D1&hash=item5b9cdd591a:g:Ha0AAOSwnixg~bhG&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSU8qUIAeVPdz29zRlje3Lg7YfXgl2xY58i9%252FEZKQ%252F2bcZ2fkYcpBaYk7XDS6tvh277eHqbhqRuR4MIGKjnsBZQHnNkQPLFt80T%252FWidsvN9yMHnIhsiIVfeprlv2l1z7aqWhN%252B7lc6IJPzoRER7%252Fl4HtIjBPOcwtbIN9YlTaI5kqflIOFVCw%252FGQcUDQrhDWckrVhs72vQmpRdvcwc3oW0xmXt45XyJXXCKAN5CfAn1jCSWxkygTRmoHHBlWIZNOk1msGAd%252Bmw4a%252BykPyaNfSJr3BDoIa4gvwW92IZGEz6jtPxbhCVKTKK9RxVqGtiscEwECBfbE9o%252BAMdSDY7TkGpKoIvap65paoU0wOw%252B7uhi7UxLXU6%252FWrySVPzi1Q3ZUs2EcxGSmqshKFU8H6sNtg8%252BS826gZpTUv%252FwD0t3gWdTxNnqtUTZZMk17f%252Fe%252FZlKFGsCBw1bbZBVlojMDSwaNSnS9SO7YmZBMeYbmOuxFfJQekVQOstGApofcyVt5fP3cX7y%252FZbAKjYLLRHfk%252BDKffeGe1lUBIFnSMe6GWPqgBUvQ%252FTJ6OxHnfMkPei%252BziBaoslCjnlVRA7tnmExng3dO4fyMkJQmXb%252ByQD3Ct%252BggnXo1n82P4pyDoxlzmBXhQMxUNs%252BTDftmDJ7g%252BjaO3eq38j4pyC8wdPwj%252BturdzqVjGSH4GagRzkxLE056Keg177fmlhvtvGkN0pDsma6ShzqCdpwaXkvDUBLF0uAy7rLtHcYF8r1%252FNb1DgwaC2NVw1K8HVYm0tliMzrhMgwWv5dZYDju7361XBHv%252FZRRW7ryJ9VQ3d4BcGUs3apLAXrMZ7%252FlrY9%7Campid%3APL_CLK%7Cclp%3A2334524,22.0
16,Pure Natural Latex 100% Rubber Men Sports Underwear Tight Shorts Size S-XXL,12.57,15.9,https://www.ebay.com/itm/303914696271?_trkparms=ispr%3D1&hash=item46c2ba3e4f:g:8N4AAOSwMyVcwAyT&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSzaVbXtmGxqmWnpn8RLN2q1HWZ4uWOIg7BT0yHflCsWIja%252FU6O1pJzWpPQtZoldL6n076RMFpGKMpTdsxWPm7ydQmf9%252Bj941KsVfYkVl56Fd5%252FMCrCGdoWdyu8OKYdfvJD5m4Htk3E17wCfR6aoGugyafU%252FwyMxb4vHT4XfpdDSIj%252BXasHjwbvBf4kjqX9l23bbXiCdX41YDCyTB7Lgig0gdYfVRmNEOdfTzT0pO0%252BIEQyQBsUCA0Gu6uj%252FAkMoYj%252FqL4ejO%252FUwxBP5luHFxp0RTCVJZDPWHKctdQsV4PSsvdKcFhWhm550fMwA9Hgj7UwRZ%252BCoznljbF52LHIZsE23puE5w143KaKSu1JLDGd%252Bo9wwUdZ7tNH2y9m6s6X0V9EyKANVC0aTG5zIkohiTV8036gqWtG9ZzPRWiPu5YyQ7bULjRBWC%252FpQAN0hVkdy0LkpgzNj4EjWwXMZD%252BDq05fNTi7QQlYdVZjc0z13c5NrSILText6QZwbMa5JGTHasJSSGmEEr3Tmla18xvLp1y43mUcc3jFXvd%252FKO0Bmqj4qYfa7ouZOqZRpvpMgbIuXee1az8wodZDsU6x7w4L2zT778VAjQCNj0UjpTKyjf6KxJ5Hht4H9%252F3yVlsf16GGcDO6KfrMQJ9XaPJTLvllTv52Ji1Kzz0YV438L%252Fdegf7zg8hyMOQACJKi6jySiTR3J4ZFCUGELbMCLyJmkRanHzB%252BPeaUZC%252F%252B7RTNUpLrx7O8nUhrcyjuCQnCq7rflUYPt6X5RNg2GnTjnGyw%252FsDQj31T52X98l2rZDhgtDT94sf1ElKYAij0bx6YUUiGE980P1g%7Campid%3APL_CLK%7Cclp%3A2334524,28.47
17,Men's Beach Shorts Quick-Dry Swim Trunks Sports Training Casual Vacation  XL-5XL,13.19,0,https://www.ebay.com/itm/265246750061?hash=item3dc1f0356d:g:OoMAAOSwhGphAycs,13.19
18,Men Casual Mesh Shorts Basketball Sports Active Gym Fitness Pants Workout Summer,10.99,0,https://www.ebay.com/itm/174859563036?_trkparms=ispr%3D1&hash=item28b671301c:g:Rw8AAOSw9Ohg47S7&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSDAeS9EQtjPGVfKXTxF0%252BjlF2UUS9c2BJVnhLLj88BVPw1mqRLGWD%252BoMdH77lws1fx3RVGb4ja6ZAQqQPrWwfPJctL8qokyLRMbqdB6F9T8J%252FcWTZDa67PSzI3TAijs7HfEdHO1qnCtx10%252F6Q%252FyrmhEZ1ZZsAV%252FiRRquCIk3J4FchrtG20FE9qSGsCx%252Bl8LHf5NvarL1ig4pnLTIXU53V4YyywwfuT9mhK2Evc2d3Z6PYDamF%252BPoKNQ5Rx38gZ%252BdJ1T908bONj%252BzHS68ytPrEH%252BZrk6XonYHpVVxRZE4f07yDcws9CyzH1y6%252Fr8N98uODJarftSQLlWELqfCexVH9ctq1JWxnZaws3gvHITEfOKAYydxBHJRuFGPkXAlGkTvogJz0i6Cas7qDJ7todsZhZHWQdxpmGkaFkOOCpThnGQ3gGdgUZQA1c5mF0vURZo7BxwFBeYJ84F5m0qS%252FxsimRd6qFdv%252BU8%252FbkOycTknUcbannPNEqii7icx4cZxpoE2fzjz39O9I4Reah7KnHBYPD%252B%252FB1A0%252Byzsr18aW3irId9u2T%252Ft9Nad1RTC%252BRbJaHAoHSbk3lw%252FJQG8yAhMgNJjxlVIxXTrab3anC7%252BEcC45LMeO861ZQh9H%252BWSp4NshpmR%252Bs3b8SeXgyrLJDROO%252BIiJZtpjI%252FGEHdpocn6lwCj6heGzaZLqnxzExDm%252BWblxJy77qB3SuSSLw0N5qzYrIOr2lX6hkT9TTrT%252F3VHHVbDuapsG2y02ogt6V9jHmgE59IEKvzZqQyQyu31ljMyphQGJNQr4VvxR9GINmCUcB56bA0%252F5wJfW0lCJgFhuH1%252B%252F6U7O%7Campid%3APL_CLK%7Cclp%3A2334524,10.99
19,"Peter Millar Crown Sport golf shorts, size 40, Khaki",20.00,0,https://www.ebay.com/itm/114910959965?hash=item1ac13a195d:g:UYwAAOSw2FphAeJV,20.0
20,Peter Millar Mens Crown Sport Golf Shorts White Size 32 Style MC0EB82 Active,26.00,0,https://www.ebay.com/itm/304086034643?hash=item46ccf0a8d3:g:aiUAAOSwLLJhAzPn,26.0
21,Hurley Men's Exist Poly/Spandex Lightweight Sport Shorts Black Size XL,32.00,0,https://www.ebay.com/itm/353581832200?epid=22046892469&hash=item52531e9808:g:mEYAAOSwW1pg9kV7,32.0
22,NIKE FIT DRY Men's XX LARGE Stretchy Grey Sports Shorts 40087-ES,1.38,9.75,https://www.ebay.com/itm/353575505792?hash=item5252be0f80:g:2uMAAOSwFoJg7-Kh,11.129999999999999
23,Men's 3/4 Capri Sport Cargo Shorts Gym Fitness Joggers Running Yoga Casual Pants,19.99,0.50,https://www.ebay.com/itm/383347863971?hash=item59415031a3:g:FpQAAOSwpDJg1UQ2,20.49
24,Men's Casual Shorts 3/4 Joggers Capri Pants Gym Workout Running Sweat Shorts ,21.99,0.50,https://www.ebay.com/itm/382895603251?hash=item59265b3e33:g:X7sAAOSwErlgwH9t,22.49
25,Men's 3/4 Below Knee Quick Dry Capri Hiking Shorts Waterproof Casual Work Shorts,22.99,0.50,https://www.ebay.com/itm/383562901891?hash=item594e216983:g:OMMAAOSw0xhhA3YM,23.49
26,Men's 3/4 Capri Shorts Mesh Quick Drying Gym Workout Running Sport Casual Pants,15.99,0.50,https://www.ebay.com/itm/383532114907?hash=item594c4ba3db:g:LRMAAOSwVPRhA3n9,16.490000000000002
27,Men's 3/4 Below Knee Capri Pants Quick Dry Lightweight Hiking Cargo Work Shorts ,22.99,0.50,https://www.ebay.com/itm/384169085704?hash=item5972430b08:g:Et8AAOSwmdtg1Uag,23.49
28,Tactical Men's Outdoor Cargo Hiking Shorts Quick Dry Nylon Pants Casual Shorts,22.99,0.50,https://www.ebay.com/itm/383936180308?hash=item5964613054:g:ExwAAOSwqNdeYM-a,23.49
29,Mens 3/4 Shorts Gym Workout Running Sport Sweat Shorts Jogger Striped Mesh Pants,15.99,0.50,https://www.ebay.com/itm/383486964670?hash=item59499ab3be:g:1mAAAOSwXlZgws3D,16.490000000000002
30,Men's Casual Cotton Shorts Athletic Jogger Gym Workout Training Sport Half Pants,16.99,0.50,https://www.ebay.com/itm/384213322534?hash=item5974e60b26:g:8TYAAOSwk1BgwOYZ,17.49
31,Mens Casual Work Cargo Shorts Quick Dry Outdoor Hiking 7 Pocket 3/4 Capri Shorts,22.99,0.50,https://www.ebay.com/itm/383561705997?hash=item594e0f2a0d:g:ihgAAOSwT6hg-jha,23.49
32,Nike Shorts Football Training Gym Sport Dri Fit Park Youth and Adult sizes,19.55,25.1,https://www.ebay.com/itm/333870532552?hash=item4dbc3c07c8:g:ebcAAOSwgx9gEWfZ,44.650000000000006
33,Men Gym Wear Fitness Training MMA Compression Shorts Men Dry Fit Running Workout,9.76,0,https://www.ebay.com/itm/384174000316?hash=item59728e08bc:g:iAgAAOSwrDtgpUu3,9.76
34,PUMA Men's LARGE Mesh Inner Shiny Look Black Swimming Shorts 40132-ES,1.38,9.75,https://www.ebay.com/itm/353575505817?hash=item5252be0f99:g:1UEAAOSwqIFg7-cX,11.129999999999999
35,HOLLISTER MENS S SMALL  W30-32 BLUE CHINO CHINO CASUAL SHORTS,1.38,25.1,https://www.ebay.com/itm/234105836358?hash=item3681cb9346:g:ITsAAOSw2V5g~x0p,26.48
36,Mens 3/4 Cotton Capri Pants Joggers Gym Workout Running Casual Below Knee Shorts,20.99,0.50,https://www.ebay.com/itm/383446569858?hash=item5947325382:g:oLsAAOSw7lhg3S4W,21.49
37,Men's Satin Boxer Loose Shorts Panties Lounge Sports Homewear Swim Trunks M,0.25,11.9,https://www.ebay.com/itm/334094383452?hash=item4dc993b95c:g:cUUAAOSwnj5grJoJ,12.15
38,New Men Running Shorts with Phone Pockets 2 In 1 Sports Pants Jogging Quick Dry ,14.87,0,https://www.ebay.com/itm/254974687095?_trkparms=ispr%3D1&hash=item3b5dacf777:g:SQIAAOSwBTBg7VMF&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSg3Ye8yTWgOW7pmE1t838dv04mVzuEDj7Ds%252B2lpBfw%252FrNv2OMG%252FN5xvpz%252FFqE0skz%252BSA2Dx4QiBD3K9YEM5sFInWCcIC3ggl4EBV%252BVTmJ7JftfgHZYt6iOko80bP6ksVxHPulD2GTxjipnACXNTV8cUgUSo0RIXU6O%252BjR%252FI0HJaybwWIfEVNVBFdlG8H53qNDp0lll96H6FAqAtKQGgfEOQWDMhfhzC3c6jLEgvepVJpsa1hEK2z%252B3K9Hczzpby9YF7wAm8WcEkOAcgqvIoODJT4d86%252Bk5nLiLAOfx6XYdTMeIIu0AO%252FTfzEH9%252BInBWHb4tnhAUAfvP1tPXGN8VIr54WrSOx23dcgkKCwedwB5mDVmVtOacChOvGB0N68XphfND79H5zYhbf%252BreS2CDGkdP9bamIlVNn05vfQSBdxBfeKqc3PBf%252FCefvsGAV%252FTXJBM6fy%252FoIC0zKh2czgPQIpjWU7kSUH06rU8tjcatWDPj2KI28vcfKIrfeSCg2ZsgpIzZ37s2Ek3m7PLPKspPRZV4YWITybXMPZBF5YdqOMAyA45psEgpVjjUFOeFEg3vDvTEkH2HKe1thsZtSHaBrXPrDgeGA%252BTnZUqpJHyC6%252BwgC7O44f2nMaTkR7jXoV56O8Daw9tK7QifnTE0%252BJ%252BNpxxwlpo3Cp5qoIbEVeHneZfO1ABNuIglLMX8eyp1n0XzTOGYb%252BC9ProgioYkTM60KK58G6EQzyJ5wUuuI2PcyUGS7j%252BPyDc50QGNDyGQ36JuIVaVK%252BrS8zq0qD1N9xFvY%252F6MMBQCx22J4vLQWx9zyP6DUjYl%252FNCSUDawTYB45%252FyLtl%7Campid%3APL_CLK%7Cclp%3A2334524,14.87
